symbol,entry_time,exit_time,entry_price,exit_price,quantity,leverage,stop_loss,take_profit,ai_score,exit_reason,gross_profit,entry_fee,exit_fee,net_profit,balance_after
BTCUSDT,2025-07-14T00:45:00+00:00,2025-07-14T03:30:00+00:00,119097.11842,120162.50917712,0.11348673,7,118656.5382889,120198.56874774,100.0,TAKE_PROFIT,120.9077132,6.75797126,6.81842512,107.33131682,5107.33131682
BTCUSDT,2025-07-14T12:45:00+00:00,2025-07-14T13:30:00+00:00,121954.5754,121459.64521811,0.11139671,7,121496.09404632,123100.77878421,100.0,STOP_LOSS,-55.13359394,6.79266923,6.76510244,-68.69136561,5038.6399512
BTCUSDT,2025-07-27T23:00:00+00:00,2025-07-28T03:15:00+00:00,119263.758397,119245.085739,0.1474262,7,118921.98469393,120118.19265468,100.0,EMA20_EXIT,-2.75283901,8.79130135,8.78992493,-20.33406529,5018.30588591
BTCUSDT,2025-08-04T08:45:00+00:00,2025-08-04T09:45:00+00:00,114580.613875,114285.84355242,0.18394809,7,114320.1395943,115231.79957675,100.0,STOP_LOSS,-54.22243783,10.53844254,10.51133132,-75.27221168,4943.03367423
BTCUSDT,2025-08-04T14:45:00+00:00,2025-08-04T18:45:00+00:00,114771.201034,114923.152708,0.12248056,7,114367.62404221,115780.14351347,100.0,EMA20_EXIT,18.61112612,7.02862049,7.03792605,4.54457959,4947.57825382
BTCUSDT,2025-08-13T13:30:00+00:00,2025-08-13T13:45:00+00:00,120380.123206,121348.76648989,0.12306688,7,119978.0996706,121385.1820445,100.0,TAKE_PROFIT,119.20790678,7.40740309,7.46700704,104.33349665,5051.91175047
BTCUSDT,2025-08-13T14:45:00+00:00,2025-08-13T19:45:00+00:00,120926.997219,122542.58287473,0.07643482,7,120266.05343391,122579.35668173,100.0,TAKE_PROFIT,123.48699879,4.62151663,4.68326013,114.18222202,5166.09397249
BTCUSDT,2025-09-02T22:00:00+00:00,2025-09-03T01:00:00+00:00,111153.325997,111187.603709,0.1111979,7,110688.74041267,112314.78995781,100.0,EMA20_EXIT,3.81160959,6.18000821,6.18191402,-8.55031264,5157.54365985
BTCUSDT,2025-09-03T13:45:00+00:00,2025-09-03T16:30:00+00:00,111508.512521,111700.119908,0.12326139,7,111090.08923828,112554.57072779,100.0,EMA20_EXIT,23.61779286,6.87234713,6.88415602,9.86128971,5167.40494956
BTCUSDT,2025-09-07T14:45:00+00:00,2025-09-07T17:15:00+00:00,111178.933677,110955.07957479,0.19520875,7,110988.37608762,111655.32765045,100.0,STOP_LOSS,-43.69827947,10.85155033,10.82970119,-65.379531,5102.02541856
BTCUSDT,2025-09-07T20:00:00+00:00,2025-09-08T00:15:00+00:00,111196.338897,110967.05939618,0.19270874,7,111000.35950403,111686.28737943,100.0,STOP_LOSS,-44.18416371,10.71425318,10.6921611,-65.59057799,5036.43484057
BTCUSDT,2025-09-09T13:15:00+00:00,2025-09-09T14:00:00+00:00,112843.14279,112495.78243942,0.16059984,7,112529.54130181,113627.14651047,100.0,STOP_LOSS,-55.78601673,9.06129534,9.03340233,-73.88071439,4962.55412617
BTCUSDT,2025-09-10T20:00:00+00:00,2025-09-11T00:30:00+00:00,113709.412593,113722.852906,0.11820971,7,113289.60324474,114758.93596365,100.0,EMA20_EXIT,1.5887755,6.72077834,6.72157273,-11.85357557,4950.7005506
BTCUSDT,2025-09-16T08:15:00+00:00,2025-09-16T09:45:00+00:00,115790.006584,115473.37977234,0.17557269,7,115508.03218199,116494.94258901,100.0,STOP_LOSS,-55.59102105,10.16478147,10.13698596,-75.89278847,4874.80776213
BTCUSDT,2025-09-18T15:00:00+00:00,2025-09-18T17:30:00+00:00,117445.693141,117448.075004,0.14595205,7,117111.69249487,118280.69475633,100.0,EMA20_EXIT,0.34763779,8.57071984,8.57089366,-16.79397571,4858.01378642
BTCUSDT,2025-09-29T10:30:00+00:00,2025-09-29T13:30:00+00:00,112079.573788,112647.67863702,0.18204618,7,111838.81007043,112681.48308194,100.0,TAKE_PROFIT,103.4213176,10.20182913,10.25353979,82.96594868,4940.9797351
BTCUSDT,2025-09-30T00:15:00+00:00,2025-09-30T03:15:00+00:00,114204.961213,114291.772179,0.1817094,7,113941.72651377,114863.04796108,100.0,EMA20_EXIT,15.77436855,10.37605749,10.38394467,-4.98563362,4935.99410148
BTCUSDT,2025-10-01T02:45:00+00:00,2025-10-01T06:15:00+00:00,114306.431645,114354.143462,0.16121626,7,114000.25942718,115071.86218954,100.0,EMA20_EXIT,7.69192069,9.2140277,9.21787366,-10.73998067,4925.25412081
BTCUSDT,2025-10-01T07:30:00+00:00,2025-10-01T08:30:00+00:00,114571.711205,115347.95859455,0.15185238,7,114247.36634038,115382.57336656,100.0,TAKE_PROFIT,117.87501357,8.69899351,8.75793102,100.41808904,5025.67220985
BTCUSDT,2025-10-06T00:45:00+00:00,2025-10-06T04:30:00+00:00,123384.294187,123681.374453,0.10930559,7,122924.51235663,124533.74876293,100.0,EMA20_EXIT,32.47253375,6.74329654,6.7595328,18.96970441,5044.64191426
BTCUSDT,2025-10-20T15:00:00+00:00,2025-10-20T16:00:00+00:00,111068.220473,110571.59815307,0.1088519,7,110604.77958695,112226.82268813,100.0,STOP_LOSS,-54.05828311,6.04499341,6.01796427,-66.12124079,4978.52067347
BTCUSDT,2025-10-20T16:00:00+00:00,2025-10-20T16:30:00+00:00,111102.400724,110542.65652175,0.09454597,7,110575.82927053,112418.82935767,100.0,STOP_LOSS,-52.92155855,5.25214212,5.22568134,-63.39938202,4915.12129145
BTCUSDT,2025-11-10T14:00:00+00:00,2025-11-10T14:30:00+00:00,106276.243311,105859.71711598,0.12774554,7,105891.48456135,107238.14018512,100.0,STOP_LOSS,-53.20936371,6.78815805,6.76155336,-66.75907512,4848.36221633
BTCUSDT,2025-11-11T01:45:00+00:00,2025-11-11T04:00:00+00:00,106142.193108,106136.759417,0.07518156,7,105497.30598332,107754.4109197,100.0,EMA20_EXIT,-0.40851337,3.98996783,3.98976357,-8.38824477,4839.97397156
BTCUSDT,2025-11-28T14:30:00+00:00,2025-11-28T16:15:00+00:00,92038.10315,91460.1590879,0.08791995,7,91487.60536951,93414.34760123,100.0,STOP_LOSS,-50.81281304,4.04599271,4.02058631,-58.87939206,4781.0945795
BTCUSDT,2025-12-03T20:45:00+00:00,2025-12-04T00:30:00+00:00,93008.324129,93020.415501,0.07802313,7,92395.54500945,94540.27192789,100.0,EMA20_EXIT,0.94340669,3.62840028,3.62887199,-6.31386558,4774.78071392
BTCUSDT,2025-12-04T01:15:00+00:00,2025-12-04T03:30:00+00:00,93412.305287,93449.506735,0.07816487,7,92801.4451257,94939.45569026,100.0,EMA20_EXIT,2.90784635,3.65078035,3.65223427,-4.39516828,4770.38554565
BTCUSDT,2025-12-10T19:15:00+00:00,2025-12-10T20:00:00+00:00,92495.460316,94225.876624,0.06781153,7,91791.98329446,94254.15286986,100.0,TAKE_PROFIT,117.34217738,3.13612934,3.19480043,111.01124761,4881.39679326
BTCUSDT,2025-12-18T14:30:00+00:00,2025-12-18T16:45:00+00:00,87853.128034,87987.5958,0.06496086,7,87101.69146552,89731.71945521,100.0,EMA20_EXIT,8.73514172,2.85350738,2.85787495,3.0237594,4884.42055266
BTCUSDT,2025-12-19T14:45:00+00:00,2025-12-19T17:15:00+00:00,88206.464003,87643.33934497,0.09098741,7,87669.64023704,89548.52341789,100.0,STOP_LOSS,-51.23725414,4.01283885,3.98722023,-59.23731322,4825.18323944
BTCUSDT,2025-12-21T22:15:00+00:00,2025-12-22T00:00:00+00:00,88384.30734,88989.42370143,0.1909236,7,88131.57886,89016.12853999,100.0,TAKE_PROFIT,115.53099414,8.43732507,8.49509057,98.5985785,4923.78181794
BTCUSDT,2025-12-22T00:45:00+00:00,2025-12-22T02:00:00+00:00,88648.98672,88161.20375407,0.10673092,7,88187.66005209,89802.30338978,100.0,STOP_LOSS,-52.06152471,4.73079395,4.70476319,-61.49708186,4862.28473608
BTCUSDT,2025-12-28T10:30:00+00:00,2025-12-28T16:15:00+00:00,87880.316188,87719.87360051,0.23237964,7,87746.19745975,88215.61300863,100.0,STOP_LOSS,-37.28359072,10.21079812,10.19215632,-57.68654516,4804.59819092
BTCUSDT,2026-01-02T07:45:00+00:00,2026-01-02T09:45:00+00:00,88884.267283,89403.78480588,0.21985116,7,88665.72860017,89430.61399008,100.0,TAKE_PROFIT,114.21653005,9.77065463,9.8277629,94.61811251,4899.21630343
BTCUSDT,2026-01-02T15:45:00+00:00,2026-01-02T17:15:00+00:00,89444.935433,90920.10830625,0.08152007,7,88843.9525966,90947.39252401,100.0,TAKE_PROFIT,120.25619589,3.6457787,3.7059068,112.90451039,5012.12081383
BTCUSDT,2026-01-03T04:00:00+00:00,2026-01-03T05:15:00+00:00,90279.0756,90011.40827232,0.20826927,7,90038.41979826,90880.71510435,100.0,STOP_LOSS,-55.74687894,9.40117859,9.37330515,-74.52136267,4937.59945116
BTCUSDT,2026-01-05T07:30:00+00:00,2026-01-05T12:30:00+00:00,92575.16422,92789.064927,0.16870502,7,92282.48771506,93306.85548235,100.0,EMA20_EXIT,36.08612305,7.80894747,7.82699053,20.45018506,4958.04963622
BTCUSDT,2026-01-06T14:45:00+00:00,2026-01-06T15:30:00+00:00,93864.961043,93506.29594532,0.14996908,7,93534.3562522,94691.47302,100.0,STOP_LOSS,-53.78867473,7.03842093,7.01152659,-67.83862224,4890.21101397
BTCUSDT,2026-01-11T15:00:00+00:00,2026-01-11T15:45:00+00:00,90934.302109,90763.00984853,0.22586511,7,90790.24692261,91294.44007497,100.0,STOP_LOSS,-38.68894525,10.26944307,10.2500986,-59.20848693,4831.00252705
BTCUSDT,2026-01-12T00:30:00+00:00,2026-01-12T01:00:00+00:00,90853.857983,91637.38952472,0.14891547,7,90529.44557963,91664.88899142,100.0,TAKE_PROFIT,116.6799678,6.76477248,6.82311247,103.09208285,4934.09460989
BTCUSDT,2026-01-15T17:45:00+00:00,2026-01-15T18:30:00+00:00,96665.340905,95983.95635676,0.07560895,7,96012.76018482,98296.79270546,100.0,STOP_LOSS,-51.51877024,3.65438246,3.62862308,-58.80177578,4875.29283411
BTCUSDT,2026-01-28T18:00:00+00:00,2026-01-28T19:00:00+00:00,89843.44495,89236.92794869,0.08409478,7,89263.70706081,91292.78967297,100.0,STOP_LOSS,-51.00491379,3.77768237,3.75217991,-58.53477607,4816.75805804
BTCUSDT,2026-03-02T05:45:00+00:00,2026-03-02T06:15:00+00:00,66750.799234,66233.86514736,0.09690536,7,66253.74126974,67993.44414465,100.0,STOP_LOSS,-50.09368376,3.23425512,3.20920827,-56.53714715,4760.22091089
BTCUSDT,2026-03-04T01:45:00+00:00,2026-03-04T03:30:00+00:00,68425.5215,67857.05242287,0.08684857,7,67877.41564756,69795.7861311,100.0,STOP_LOSS,-49.37072644,2.97132935,2.94664398,-55.28869977,4704.93221112
BTCUSDT,2026-03-10T01:30:00+00:00,2026-03-10T02:30:00+00:00,69003.554858,69989.40439071,0.11682276,7,68600.81379602,70010.40751296,100.0,TAKE_PROFIT,115.16966336,4.03059286,4.0881777,107.0508928,4811.98310392
BTCUSDT,2026-03-11T15:00:00+00:00,2026-03-11T19:00:00+00:00,70168.734307,70452.237986,0.07183494,7,69498.86768254,71843.40086814,100.0,EMA20_EXIT,20.36546977,2.52028341,2.53046614,15.31472022,4827.29782414
BTCUSDT,2026-03-12T20:15:00+00:00,2026-03-13T00:15:00+00:00,70328.122109,71386.33619445,0.11178064,7,69896.26754379,71407.75852201,100.0,TAKE_PROFIT,118.28784773,3.93066125,3.98980517,110.36738131,4937.66520544
BTCUSDT,2026-03-15T22:00:00+00:00,2026-03-15T22:45:00+00:00,71818.329037,72611.01662905,0.1515593,7,71492.5380634,72632.80647099,100.0,TAKE_PROFIT,120.13917657,5.44236784,5.50243743,109.19437131,5046.85957675
BTCUSDT,2026-03-16T11:45:00+00:00,2026-03-16T14:15:00+00:00,73574.835831,73596.404453,0.1317051,7,73191.6418807,74532.82070676,100.0,EMA20_EXIT,2.84069752,4.84509056,4.8465109,-6.85090394,5040.0086728
BTCUSDT,2026-03-16T23:00:00+00:00,2026-03-17T01:00:00+00:00,74414.81775,75591.87402859,0.10502288,7,73934.92149156,75614.55839611,100.0,TAKE_PROFIT,123.6178403,3.90762924,3.96943816,115.7407729,5155.74944571
BTCUSDT,2026-03-24T00:00:00+00:00,2026-03-24T00:30:00+00:00,70807.785965,70414.53979128,0.13855241,7,70435.67049243,71738.07464643,100.0,STOP_LOSS,-54.48520509,4.9052947,4.87805209,-64.26855188,5091.48089383
BTCUSDT,2026-03-30T13:30:00+00:00,2026-03-30T13:45:00+00:00,67734.674308,67420.45466066,0.17318702,7,67440.68686672,68469.64291119,100.0,STOP_LOSS,-54.41876435,5.8653832,5.83817381,-66.12232136,5025.35857247
BTCUSDT,2026-04-05T22:15:00+00:00,2026-04-05T22:45:00+00:00,67456.840983,68043.47882405,0.20695579,7,67214.01817882,68063.89799345,100.0,TAKE_PROFIT,121.40809784,6.98029191,7.04099596,107.38680997,5132.74538244
BTCUSDT,2026-04-06T16:45:00+00:00,2026-04-06T17:00:00+00:00,69820.079742,69407.26711787,0.13094266,7,69428.09554653,70800.04023068,100.0,STOP_LOSS,-54.05478309,4.57121348,4.54418609,-63.17018266,5069.57519978
BTCUSDT,2026-04-10T21:30:00+00:00,2026-04-10T22:30:00+00:00,73085.929203,72716.96099871,0.14603558,7,72738.7826335,73953.79562676,100.0,STOP_LOSS,-53.88248572,5.33657303,5.30963179,-64.52869053,5005.04650925
BTCUSDT,2026-04-14T14:45:00+00:00,2026-04-14T15:00:00+00:00,75036.124086,74585.9973377,0.11701026,7,74608.37985166,76105.48467185,100.0,STOP_LOSS,-52.66944785,4.38999819,4.36366347,-61.42310952,4943.62339973
BTCUSDT,2026-04-16T00:45:00+00:00,2026-04-16T01:00:00+00:00,74837.54453,74459.85243803,0.13912084,7,74482.19709716,75725.91311211,100.0,STOP_LOSS,-52.5448411,5.20573103,5.17945861,-62.93003073,4880.693369
BTCUSDT,2026-04-16T04:45:00+00:00,2026-04-16T08:00:00+00:00,74966.633245,74596.12402129,0.14019999,7,74618.50957416,75836.9424221,100.0,STOP_LOSS,-51.94538946,5.25516062,5.22918792,-62.429738,4818.263631
BTCUSDT,2026-04-17T22:00:00+00:00,2026-04-17T23:15:00+00:00,77438.684638,77040.57089442,0.12848887,7,77063.69000142,78376.17122944,100.0,STOP_LOSS,-51.15318504,4.97500454,4.94942795,-61.07761754,4757.18601347
BTCUSDT,2026-04-23T16:45:00+00:00,2026-04-23T17:00:00+00:00,78127.151116,77721.1976353,0.12432858,7,77744.5209916,79083.726427,100.0,STOP_LOSS,-50.4716198,4.85671888,4.83148307,-60.15982175,4697.02619172
BTCUSDT,2026-04-24T13:45:00+00:00,2026-04-24T14:00:00+00:00,78117.218137,77784.7783827,0.15195946,7,77808.12081895,78889.96143212,100.0,STOP_LOSS,-50.51736555,5.93532514,5.91006646,-62.36275715,4634.66343457
BTCUSDT,2026-04-26T22:30:00+00:00,2026-04-27T00:45:00+00:00,78305.004456,79203.43654078,0.12564146,7,77936.12435752,79227.20470219,100.0,TAKE_PROFIT,112.88031884,4.91917754,4.9756177,102.9855236,4737.64895817
BTCUSDT,2026-05-11T00:15:00+00:00,2026-05-11T02:15:00+00:00,81704.493997,81201.78304621,0.0990429,7,81226.15089148,82900.35176081,100.0,STOP_LOSS,-49.78995043,4.04612501,4.02123004,-57.85730548,4679.79165269
BTCUSDT,2026-05-11T13:30:00+00:00,2026-05-11T14:15:00+00:00,81103.383718,80786.09384457,0.15969436,7,80810.33694565,81836.00064888,100.0,STOP_LOSS,-50.66940327,6.47587648,6.45054178,-63.59582153,4616.19583116
BTCUSDT,2026-05-15T00:15:00+00:00,2026-05-15T01:45:00+00:00,81484.438,81156.01669081,0.15181499,7,81180.37080205,82244.60599488,100.0,STOP_LOSS,-49.85927777,6.18527957,6.16034993,-62.20490727,4553.99092389
BTCUSDT,2026-05-21T08:30:00+00:00,2026-05-21T09:30:00+00:00,77950.368097,77696.20676379,0.19727443,7,77719.52262058,78527.48178806,100.0,STOP_LOSS,-50.13953214,7.68880722,7.66373745,-65.4920768,4488.49884709
BTCUSDT,2026-05-24T03:30:00+00:00,2026-05-24T07:45:00+00:00,76780.417217,76776.950003,0.18614884,7,76539.29302255,77383.22770312,100.0,EMA20_EXIT,-0.64541786,7.1462928,7.14597009,-14.93768075,4473.56116633
BTCUSDT,2026-05-25T08:00:00+00:00,2026-05-25T11:15:00+00:00,77316.638035,77393.215068,0.19142439,7,77082.93943073,77900.88454567,100.0,EMA20_EXIT,14.65871183,7.40014514,7.40747449,-0.1489078,4473.41225853
BTCUSDT,2026-06-08T07:00:00+00:00,2026-06-08T10:15:00+00:00,63103.495371,63133.0544,0.10441459,7,62675.06748144,64174.56509491,100.0,EMA20_EXIT,3.08639389,3.2944628,3.296006,-3.5040749,4469.90818363
BTCUSDT,2026-06-08T13:15:00+00:00,2026-06-08T16:30:00+00:00,63612.087903,63658.886603,0.09034913,7,63117.35060846,64848.93113936,100.0,EMA20_EXIT,4.22822183,2.8736484,2.87576251,-1.52118908,4468.38699455
BTCUSDT,2026-06-20T17:30:00+00:00,2026-06-21T04:15:00+00:00,63882.85911,64522.46738485,0.16952143,7,63619.27078047,64541.82993383,100.0,TAKE_PROFIT,108.42730939,5.41475681,5.46897047,97.54358211,4565.93057666
BTCUSDT,2026-06-21T11:30:00+00:00,2026-06-21T11:45:00+00:00,64312.938095,64114.30085346,0.25451518,7,64133.54091573,64761.43104317,100.0,STOP_LOSS,-50.55619329,8.18430951,8.15903141,-66.89953421,4499.03104246
BTCUSDT,2026-06-22T05:15:00+00:00,2026-06-22T12:30:00+00:00,64254.57059,65048.78272076,0.13822203,7,63929.07754131,65068.30321172,100.0,TAKE_PROFIT,109.77761296,4.44069859,4.4955874,100.84132697,4599.87236943
BTCUSDT,2026-06-22T14:30:00+00:00,2026-06-22T16:30:00+00:00,64927.482403,64547.6798769,0.12762094,7,64567.0499919,65828.56343074,100.0,STOP_LOSS,-48.47075539,4.14305317,4.11881779,-56.73262635,4543.13974308
SOLUSDT,2025-07-13T18:15:00+00:00,2025-07-13T20:00:00+00:00,163.138927,162.09588443,50.28161678,5,162.14452779,165.62492503,100.0,STOP_LOSS,-52.44586671,4.1014445,4.07522157,-60.62253278,4939.37746722
SOLUSDT,2025-07-14T13:45:00+00:00,2025-07-14T14:15:00+00:00,167.980379,166.65229822,38.64715641,5,166.70230891,171.17555423,100.0,STOP_LOSS,-51.32654573,3.24598199,3.22031872,-57.79284644,4881.58462078
SOLUSDT,2025-07-16T15:15:00+00:00,2025-07-16T15:30:00+00:00,167.370196,166.15234467,41.79472273,5,166.20220533,170.29017266,100.0,STOP_LOSS,-50.89975873,3.49759547,3.47214559,-57.86949979,4823.71512099
SOLUSDT,2025-07-17T13:00:00+00:00,2025-07-17T13:30:00+00:00,175.762713,173.8083883,25.35905779,5,173.86054646,180.51812935,100.0,STOP_LOSS,-49.55983311,2.2285884,2.20380848,-53.99222999,4769.722891
SOLUSDT,2025-07-17T21:30:00+00:00,2025-07-18T01:00:00+00:00,175.782719,180.56249029,24.66780117,5,173.84913649,180.61667529,100.0,TAKE_PROFIT,117.90644776,2.16808658,2.2270398,113.51132137,4883.23421237
SOLUSDT,2025-07-20T19:45:00+00:00,2025-07-20T22:00:00+00:00,182.044597,180.43961501,31.48779723,5,180.49376314,185.92168164,100.0,STOP_LOSS,-50.53734743,2.86609168,2.840823,-56.24426211,4826.98995026
SOLUSDT,2025-07-21T16:15:00+00:00,2025-07-21T23:45:00+00:00,195.288569,195.661284,19.51780044,5,192.81544711,201.47137372,100.0,EMA20_EXIT,7.27457699,1.90580166,1.90943895,3.45933638,4830.44928665
SOLUSDT,2025-07-22T00:30:00+00:00,2025-07-22T01:00:00+00:00,197.0591,194.88909798,22.8766691,5,194.94758225,202.33789439,100.0,STOP_LOSS,-49.64241826,2.25402791,2.2292067,-54.12565288,4776.32363377
SOLUSDT,2025-07-22T13:15:00+00:00,2025-07-22T13:45:00+00:00,201.630471,198.90317309,17.90488615,5,198.96286195,208.29949362,100.0,STOP_LOSS,-48.83195855,1.80508531,1.78066933,-52.4177132,4723.90592057
SOLUSDT,2025-07-23T00:00:00+00:00,2025-07-23T02:30:00+00:00,204.311275,201.99025814,20.89852494,5,202.0508734,209.96227899,100.0,STOP_LOSS,-48.50582878,2.13490214,2.11064922,-52.75138014,4671.15454043
SOLUSDT,2025-07-27T10:45:00+00:00,2025-07-27T12:00:00+00:00,187.716298,186.69726452,48.50590041,5,186.75329051,190.12381672,100.0,STOP_LOSS,-49.42913636,4.55267403,4.52795946,-58.50976985,4612.64477059
SOLUSDT,2025-07-27T16:45:00+00:00,2025-07-27T17:15:00+00:00,187.716298,186.20902935,31.78089539,5,186.26490882,191.34477095,100.0,STOP_LOSS,-47.90234737,2.98289601,2.95894484,-53.84418823,4558.80058236
SOLUSDT,2025-07-28T00:30:00+00:00,2025-07-28T01:30:00+00:00,189.546847,187.78335641,26.70433654,5,187.83970832,193.8146937,100.0,STOP_LOSS,-47.09284627,2.5308614,2.50731497,-52.13102264,4506.66955972
SOLUSDT,2025-07-28T12:30:00+00:00,2025-07-28T13:00:00+00:00,193.55805,192.11912599,32.62697635,5,192.17677902,197.01122745,100.0,STOP_LOSS,-46.94773976,3.15760696,3.13413309,-53.23947981,4453.43007991
SOLUSDT,2025-08-08T00:45:00+00:00,2025-08-08T04:45:00+00:00,174.332284,174.327686,33.16073555,5,172.9893011,177.68974126,100.0,EMA20_EXIT,-0.15247306,2.89049338,2.89041715,-5.93338359,4447.49669631
SOLUSDT,2025-08-08T08:15:00+00:00,2025-08-08T14:45:00+00:00,176.002785,176.457047,34.08819533,5,174.69808211,179.26454222,100.0,EMA20_EXIT,15.48497179,2.99980866,3.00755114,9.47761199,4456.9743083
SOLUSDT,2025-08-08T19:45:00+00:00,2025-08-08T23:30:00+00:00,178.523541,176.93540794,29.03497265,5,176.98850449,182.36113226,100.0,STOP_LOSS,-46.1114,2.59171307,2.56865737,-51.27177043,4405.70253787
SOLUSDT,2025-08-09T11:30:00+00:00,2025-08-09T13:45:00+00:00,181.434414,180.19067308,37.03305787,5,180.2447465,184.40858274,100.0,STOP_LOSS,-46.05952961,3.35953558,3.33650581,-52.755571,4352.94696687
SOLUSDT,2025-08-10T01:00:00+00:00,2025-08-10T03:15:00+00:00,181.75451,185.1303188,31.7144016,5,180.38196417,185.18587456,100.0,TAKE_PROFIT,107.06175593,2.88211776,2.93564864,101.24398953,4454.1909564
SOLUSDT,2025-08-10T21:00:00+00:00,2025-08-11T00:00:00+00:00,183.134924,181.72671817,32.9045202,5,181.78125255,186.51910263,100.0,STOP_LOSS,-46.33633704,3.0129834,2.98981523,-52.33913568,4401.85182072
SOLUSDT,2025-08-11T05:15:00+00:00,2025-08-11T07:15:00+00:00,185.725701,184.26750714,31.37687056,5,184.32280398,189.23294354,100.0,STOP_LOSS,-45.75356003,2.91374564,2.89086886,-51.55817453,4350.29364619
SOLUSDT,2025-08-13T01:00:00+00:00,2025-08-13T02:30:00+00:00,192.147627,197.10374606,21.68525048,5,190.14151983,197.16289493,100.0,TAKE_PROFIT,107.47468326,2.08338471,2.13712205,103.2541765,4453.54782268
SOLUSDT,2025-08-13T12:45:00+00:00,2025-08-13T14:15:00+00:00,201.200342,199.35812453,24.98635316,5,199.41794991,205.65632222,100.0,STOP_LOSS,-46.03029643,2.5136314,2.49061625,-51.03454408,4402.5132786
SOLUSDT,2025-08-13T22:45:00+00:00,2025-08-14T02:45:00+00:00,200.610165,205.90034381,20.56492925,5,198.46937802,205.96213245,100.0,TAKE_PROFIT,108.79215295,2.06276693,2.117163,104.61222303,4507.12550163
SOLUSDT,2025-08-17T16:00:00+00:00,2025-08-17T16:45:00+00:00,194.448317,193.17602128,37.11628742,5,193.23399148,197.48413081,100.0,STOP_LOSS,-47.22289353,3.60859981,3.58498836,-54.41648171,4452.70901992
SOLUSDT,2025-08-23T00:00:00+00:00,2025-08-23T01:30:00+00:00,199.189739,197.16977836,22.70872745,5,197.22894704,204.0917189,100.0,STOP_LOSS,-45.87073573,2.26167275,2.23873738,-50.37114585,4402.33787407
SOLUSDT,2025-08-27T13:45:00+00:00,2025-08-27T17:30:00+00:00,204.501332,209.43479497,22.02793607,5,202.5028071,209.49764426,100.0,TAKE_PROFIT,108.67400683,2.25237113,2.30670814,104.11492756,4506.45280163
SOLUSDT,2025-08-28T06:00:00+00:00,2025-08-28T08:00:00+00:00,210.183036,215.91903395,19.42170977,5,207.86271876,215.9838291,100.0,TAKE_PROFIT,111.40288745,2.04105696,2.09675841,107.26507208,4613.71787372
SOLUSDT,2025-08-28T22:00:00+00:00,2025-08-29T03:00:00+00:00,214.024188,214.555614,20.74900657,5,211.80060305,219.58315038,100.0,EMA20_EXIT,11.02656157,2.22039464,2.22590792,6.580259,4620.29813272
SOLUSDT,2025-08-29T04:45:00+00:00,2025-08-29T05:15:00+00:00,217.195139,214.62515647,18.44006631,5,214.68956334,223.45907815,100.0,STOP_LOSS,-47.39064825,2.00254638,1.97885106,-51.37204569,4568.92608703
SOLUSDT,2025-09-02T17:30:00+00:00,2025-09-03T01:00:00+00:00,204.781416,207.83763,18.5958465,5,202.32445547,210.92381733,100.0,EMA20_EXIT,56.83288642,1.90404189,1.93245833,52.99638619,4621.92247322
SOLUSDT,2025-09-03T13:45:00+00:00,2025-09-03T16:30:00+00:00,211.683486,209.89004717,26.70932228,5,209.95303308,216.0096183,100.0,STOP_LOSS,-47.9015357,2.82696122,2.80301046,-53.53150738,4568.39096584
SOLUSDT,2025-09-05T14:00:00+00:00,2025-09-05T14:15:00+00:00,207.902352,206.02809405,25.20587565,5,206.08992103,212.43342943,100.0,STOP_LOSS,-47.24231273,2.62018042,2.59655926,-52.45905241,4515.93191344
SOLUSDT,2025-09-07T16:15:00+00:00,2025-09-07T16:45:00+00:00,204.291269,203.3607522,51.93769349,5,203.42177873,206.46499466,100.0,STOP_LOSS,-48.32889653,5.30520866,5.28104421,-58.9151494,4457.01676404
SOLUSDT,2025-09-08T00:00:00+00:00,2025-09-08T05:30:00+00:00,206.091809,206.687975,37.45038946,5,204.90169674,209.06708965,100.0,EMA20_EXIT,22.32664888,3.85910926,3.87027258,14.59726705,4471.61403109
SOLUSDT,2025-09-08T19:00:00+00:00,2025-09-08T20:45:00+00:00,216.124818,214.15799649,23.50320716,5,214.22226317,220.88120508,100.0,STOP_LOSS,-46.22661337,2.53981318,2.51669988,-51.28312643,4420.33090465
SOLUSDT,2025-09-09T04:30:00+00:00,2025-09-09T06:30:00+00:00,215.104512,218.93299274,28.37780038,5,213.54683986,218.99869235,100.0,TAKE_PROFIT,108.64386226,3.05209645,3.10641838,102.48534743,4522.81625208
SOLUSDT,2025-09-09T13:45:00+00:00,2025-09-09T14:00:00+00:00,218.095409,216.66790605,33.19539414,5,216.73292593,221.50161668,100.0,STOP_LOSS,-47.38652299,3.61988153,3.59618827,-54.60259279,4468.21365929
SOLUSDT,2025-09-09T14:00:00+00:00,2025-09-09T14:15:00+00:00,217.825328,216.1513717,27.76855048,5,216.21623657,221.84805656,100.0,STOP_LOSS,-46.48334004,3.02434681,3.00110514,-52.50879199,4415.7048673
SOLUSDT,2025-09-11T22:30:00+00:00,2025-09-12T00:30:00+00:00,227.958367,231.46787712,30.84479077,5,226.52677847,231.53733832,100.0,TAKE_PROFIT,108.25010531,3.51566407,3.56978912,101.16465212,4516.86951943
